,res,img
0,0.8617283471443264,06079.jpg
1,0.8588755846222516,10158_1.jpg
2,0.8573230608007142,17867_1.jpg
3,0.9018610879310679,18760_1.jpg
4,0.8772341788119311,00489.jpg
5,0.9495235692522657,03068.jpg
6,0.9587222728948748,04955.jpg
7,0.9219468648722079,09684.jpg
8,0.9262163053814357,17112_1.jpg
9,0.8979603718294552,14220_1.jpg
10,0.9470201245900367,14799_1.jpg
11,0.8734110889013953,18806_1.jpg
12,0.8254963224591977,11503_1.jpg
13,0.8559646024568689,17514_1.jpg
14,0.8596518465330203,18210_1.jpg
15,0.8625046090550952,05595.jpg
16,0.9420908614566554,11774_1.jpg
17,0.9548215567932621,02111.jpg
18,0.9412369733548099,04165.jpg
19,0.9179685225795183,15340_1.jpg
20,0.8836189330280037,07464.jpg
21,0.9548021502454929,13770_1.jpg
22,0.7410972462108716,00601.jpg
23,0.9084981272681403,05763.jpg
24,0.8179083622814337,07095.jpg
25,0.6602883812998506,05237.jpg
26,0.9358031399794291,06721.jpg
27,0.9275359506297425,13875_1.jpg
28,0.89437016049215,12001_1.jpg
29,0.885617807448233,08704.jpg
30,0.8801063478817753,01329.jpg
31,0.8962914087213025,16863_1.jpg
32,0.8675114983795532,01393.jpg
33,0.8781268800093152,08099.jpg
34,0.9269149411011275,08453.jpg
35,0.9304081196995866,16337_1.jpg
36,0.8560422286479458,14285_1.jpg
37,0.9200450231908246,02072.jpg
38,0.9345223078266607,09033.jpg
39,0.9223544023753615,18482_1.jpg
40,0.9257699547827437,18471_1.jpg
41,0.8435638184323391,11214_1.jpg
42,0.9700168836965593,19536.jpg
43,0.8827068252828504,12200_1.jpg
44,0.8356265403947292,09100.jpg
45,0.9339983310368919,17664_1.jpg
46,0.913019852898368,08531.jpg
47,0.7323837062624929,00149.jpg
48,0.7687127636864678,07146.jpg
49,0.937937860234043,14775_1.jpg
50,0.904810883191989,19174_1.jpg
51,0.887752527702847,08001.jpg
52,0.9509596537871878,02052.jpg
53,0.9181237749616721,18238_1.jpg
54,0.7930873876846047,04692.jpg
55,0.8506278018203342,05293.jpg
56,0.9278658619418192,02305.jpg
57,0.8962720021735333,14396_1.jpg
58,0.94669021327796,02348.jpg
59,0.8811931145568515,19293_1.jpg
60,0.9782064468551689,01710.jpg
61,0.9304081196995866,08376.jpg
62,0.8537522560111782,17374_1.jpg
63,0.8573618738962526,11312_1.jpg
64,0.8731005841370878,17881_1.jpg
65,0.9011236391158377,09554.jpg
66,0.9048691028352966,19417.jpg
67,0.9256535154961284,19647.jpg
68,0.9267402821712045,00272.jpg
69,0.9417997632401172,05635.jpg
70,0.843641444623416,06103.jpg
71,0.8828814842127733,03692.jpg
72,0.9058588367715267,11935_1.jpg
73,0.9342700227056608,02896.jpg
74,0.8277280754526577,03884.jpg
75,0.8321915814395777,07080.jpg
76,0.5682431252304527,06927.jpg
77,0.9522598924877254,17892_1.jpg
78,0.9092161695356014,16449_1.jpg
79,0.926779095266743,06282.jpg
80,0.8476197869161055,15333_1.jpg
81,0.9217527993945157,04918.jpg
82,0.7637058743620098,06938.jpg
83,0.8843369752954647,18057_1.jpg
84,0.9401502066797337,14772_1.jpg
85,0.9752566515942479,14884_1.jpg
86,0.9028896349628365,13693_1.jpg
87,0.8656872828892468,06122.jpg
88,0.9010071998292224,19159_1.jpg
89,0.9144947505288284,15779_1.jpg
90,0.9206854392672088,08311.jpg
91,0.9398008888198879,04857.jpg
92,0.8998234004153001,10045_1.jpg
93,0.9022880319819907,16965_1.jpg
94,0.8567214578198684,19056_1.jpg
95,0.8937879640590736,19474.jpg
96,0.6368840846901744,03876.jpg
97,0.9070038230899106,04678.jpg
98,0.913388577305983,04097.jpg
99,0.8742843835510101,00707.jpg
100,0.9527256496341866,04280.jpg
101,0.5743173746822178,13541_1.jpg
102,0.8839876574356188,05761.jpg
103,0.9103029362106775,19134_1.jpg
104,0.9296900774321256,05039.jpg
105,0.96553397116187,01039.jpg
106,0.9209377243882085,00979.jpg
107,0.9009489801859147,08887.jpg
108,0.9347551863998913,13710_1.jpg
109,0.817850142638126,10190_1.jpg
110,0.9309320964893555,14724_1.jpg
111,0.9744221700401715,16487_1.jpg
112,0.929903549457587,12642_1.jpg
113,0.8481243571581052,17491_1.jpg
114,0.8441654214131848,18045_1.jpg
115,0.9220244910632848,04310.jpg
116,0.8801451609773138,14090_1.jpg
117,0.9443614275456539,05555.jpg
118,0.9395874167944265,12702_1.jpg
119,0.9255952958528207,06470.jpg
120,0.9110791981214462,02043.jpg
121,0.7963865008053718,04716.jpg
122,0.9393545382211959,12368_1.jpg
123,0.8678802227871684,08205.jpg
124,0.9380154864251198,04035.jpg
125,0.9448465912398843,09450.jpg
126,0.9090415106056784,01613.jpg
127,0.9313784470880475,08151.jpg
128,0.8505307690814881,01744.jpg
129,0.8307749034524249,04613.jpg
130,0.7638805332919327,05707.jpg
131,0.8135612955811291,16652_1.jpg
132,0.9095848939432164,00547.jpg
133,0.9163189660191349,15095_1.jpg
134,0.9456810727939606,17780_1.jpg
135,0.9234993886937453,02151.jpg
136,0.9443032079023462,19079_1.jpg
137,0.8272235052106581,09813.jpg
138,0.8103009955559005,18002_1.jpg
139,0.9116225814589842,16324_1.jpg
140,0.9542587669079547,12877_1.jpg
141,0.9058200236759882,15174_1.jpg
142,0.5989054707058161,19812.jpg
143,0.9104970016883697,08936.jpg
144,0.943565759087116,14995_1.jpg
145,0.9300588018397408,00877.jpg
146,0.8814259931300821,02679.jpg
147,0.8688505501756293,05572.jpg
148,0.9475441013798055,04160.jpg
149,0.6840225892216034,12573_1.jpg
150,0.8569155232975606,12223_1.jpg
151,0.9045780046187584,16940_1.jpg
152,0.9267208756234353,07675.jpg
153,0.9632634050728716,03559.jpg
154,0.8753323371305478,04981.jpg
155,0.8820470026586971,06912.jpg
156,0.9009489801859147,18290_1.jpg
157,0.9063051873702187,13953_1.jpg
158,0.9352015369985833,09398.jpg
159,0.9420326418133478,04357.jpg
160,0.8071183217217489,06933.jpg
161,0.972500921811019,11808_1.jpg
162,0.9118360534844456,13676_1.jpg
163,0.9024820974596829,10827_1.jpg
164,0.8969318247976867,15884_1.jpg
165,0.899454676007685,04744.jpg
166,0.9036658968736051,16280_1.jpg
167,0.9433716936094239,07728.jpg
168,0.9517165091501872,05541.jpg
169,0.9052766403384502,07979.jpg
170,0.8854625550660793,14776_1.jpg
171,0.8953987075239186,10724_1.jpg
172,0.9176580178152108,18359_1.jpg
173,0.9181237749616721,13661_1.jpg
174,0.9772749325622465,02437.jpg
175,0.8727318597294728,08874.jpg
176,0.9245085291777446,08454.jpg
177,0.8493663762153351,11588_1.jpg
178,0.9276135768208194,11792_1.jpg
179,0.9557336645384152,10449_1.jpg
180,0.8960779366958411,12377_1.jpg
181,0.8371596576684973,18209_1.jpg
182,0.9000756855362999,09498.jpg
183,0.9587222728948748,09570.jpg
184,0.9118166469366764,14977_1.jpg
185,0.8953987075239186,07223.jpg
186,0.94767994721419,11776_1.jpg
187,0.8844728211298493,00538.jpg
188,0.879368899066545,00058.jpg
189,0.8291253468920414,14648_1.jpg
190,0.9221797434454385,00821.jpg
191,0.8353354421781909,11576_1.jpg
192,0.8079333967280561,06082.jpg
193,0.9294183857633566,18721_1.jpg
194,0.9199868035475169,18730_1.jpg
195,0.866153040035708,19358_1.jpg
196,0.9440315162335772,05005.jpg
197,0.8987754468357624,10544_1.jpg
198,0.8275146034271963,18686_1.jpg
199,0.9317859845912011,04210.jpg
200,0.8310854082167324,17705_1.jpg
201,0.8332589415668846,09215.jpg
202,0.9292049137378952,15766_1.jpg
203,0.9202002755729783,05377.jpg
204,0.7357216324787983,08118.jpg
205,0.8237303266121989,02879.jpg
206,0.8702672281627821,15243_1.jpg
207,0.9195986725921326,14036_1.jpg
208,0.9113508897902152,03483.jpg
209,0.8796794038308525,12497_1.jpg
210,0.9380542995206582,18517_1.jpg
211,0.9120301189621378,19907.jpg
212,0.8412156261522638,14945_1.jpg
213,0.8916920568999981,13477_1.jpg
214,0.8984261289759164,14569_1.jpg
215,0.9374721030875818,14191_1.jpg
216,0.9380154864251198,06585.jpg
217,0.8691222418443983,01446.jpg
218,0.9646800830600245,14349_1.jpg
219,0.9073143278542181,04167.jpg
220,0.9628752741174872,04953.jpg
221,0.9356867006928138,08443.jpg
222,0.8750412389140095,06327.jpg
223,0.7659764404510082,13431_1.jpg
224,0.9228201595218226,08324.jpg
225,0.8894797104543073,05943.jpg
226,0.9426924644375012,03648.jpg
227,0.9121853713442916,09840.jpg
228,0.8401288594771876,14139_1.jpg
229,0.9523569252265714,03627.jpg
230,0.8563527334122533,17821_1.jpg
231,0.696850317297056,12946_1.jpg
232,0.8467658988142599,11208_1.jpg
233,0.9236352345281298,16383_1.jpg
234,0.895165828950688,00845.jpg
235,0.933920704845815,14507_1.jpg
236,0.9431970346795009,17902_1.jpg
237,0.9462632692270372,15023_1.jpg
238,0.8036251431232898,14363_1.jpg
239,0.9077994915484484,02477.jpg
240,0.9381513322595043,12462_1.jpg
241,0.9564905199014148,09933.jpg
242,0.9118554600322148,11770_1.jpg
243,0.8495216285974888,03124.jpg
244,0.7929515418502202,15280_1.jpg
245,0.6698752158978439,15167_1.jpg
246,0.9517165091501872,12527_1.jpg
247,0.863649595373479,07164.jpg
248,0.929728890527664,07528.jpg
249,0.7868966989462245,10951_1.jpg
250,0.8753905567738555,03838.jpg
251,0.9082652486949097,18609_1.jpg
252,0.9592074365891051,05434.jpg
253,0.8778940014360845,14226_1.jpg
254,0.9203555279551321,00249.jpg
255,0.9106910671660619,02902.jpg
256,0.9478740126918822,16298_1.jpg
257,0.8740126918822411,10386_1.jpg
258,0.9546080847678007,19276_1.jpg
259,0.7054862310543577,01450.jpg
260,0.9351821304508141,07583.jpg
261,0.8401482660249568,03736.jpg
262,0.9299229560053562,09304.jpg
263,0.8994158629121466,08693.jpg
264,0.9496011954433425,14859_1.jpg
265,0.9607405538628734,01040.jpg
266,0.9355120417628908,02913.jpg
267,0.9297871101709717,15080_1.jpg
268,0.9606435211240273,09055.jpg
269,0.943565759087116,05345.jpg
270,0.876593762735547,11922_1.jpg
271,0.9062275611791418,01580.jpg
272,0.9143006850511363,17773_1.jpg
273,0.9543363930990316,03968.jpg
274,0.9326980923363543,08210.jpg
275,0.9482815501950358,14502_1.jpg
276,0.8460090434512605,11507_1.jpg
277,0.8950687962118419,12342_1.jpg
278,0.8340157969298841,06883.jpg
279,0.9127481612295989,19844.jpg
280,0.8843369752954647,08698.jpg
281,0.781948029265074,10939_1.jpg
282,0.9299229560053562,14812_1.jpg
283,0.9539482621436473,00919.jpg
284,0.8738768460478565,19320_1.jpg
285,0.8297463564206563,13991_1.jpg
286,0.858739738787867,03852.jpg
287,0.9297094839798948,11674_1.jpg
288,0.7288517145684954,16069_1.jpg
289,0.5825263443885967,02986.jpg
290,0.9221797434454385,06680.jpg
291,0.9354732286673524,18354_1.jpg
292,0.8796599972830833,12188_1.jpg
293,0.8765549496400086,03500.jpg
294,0.8573424673484834,06965.jpg
295,0.9287585631392031,04070.jpg
296,0.9474664751887287,09071.jpg
297,0.9344058685400454,14684_1.jpg
298,0.8138329872498982,09269.jpg
299,0.9081876225038328,01282.jpg
300,0.868734110889014,09955.jpg
301,0.6696229307768441,07142.jpg
302,0.933746045915892,08504.jpg
303,0.932853344718508,04966.jpg
304,0.9246637815598983,01233.jpg
305,0.8969706378932252,11053_1.jpg
306,0.8057016437345961,01554.jpg
307,0.9554619728696462,09054.jpg
308,0.8574783131828679,09185.jpg
309,0.8149391604727435,07923.jpg
310,0.8632226513225563,16425_1.jpg
311,0.9161054939936735,10263_1.jpg
312,0.8876166818684624,02313.jpg
313,0.9284480583748956,07582.jpg
314,0.8664829513477847,12015_1.jpg
315,0.8819887830153894,02838.jpg
316,0.9082264355993712,18148_1.jpg
317,0.8297851695161947,16813_1.jpg
318,0.9629723068563333,14803_1.jpg
319,0.9308738768460478,00802.jpg
320,0.8523743911195637,11335_1.jpg
321,0.7945428787672961,07074.jpg
322,0.9457975120805759,18044_1.jpg
323,0.9308350637505094,17729_1.jpg
324,0.897669273612917,18697_1.jpg
325,0.9541229210735702,14890_1.jpg
326,0.797123949620602,09256.jpg
327,0.8770789264297774,07391.jpg
328,0.8828426711172349,04749.jpg
329,0.9234993886937453,00873.jpg
330,0.8924683188107667,01474.jpg
331,0.8932639872693047,14113_1.jpg
332,0.867123367424169,03526.jpg
333,0.8365386481398824,18064_1.jpg
334,0.9658832890217159,09558.jpg
335,0.9687942711870985,07015.jpg
336,0.9550738419142619,07685.jpg
337,0.8161035533388965,10186_1.jpg
338,0.8826486056395427,14234_1.jpg
339,0.9143006850511363,09663.jpg
340,0.7716043393040812,05187.jpg
341,0.8609520852335578,13089_1.jpg
342,0.9604300490985659,19653.jpg
343,0.8345979933629607,09212.jpg
344,0.9119136796755225,07287.jpg
345,0.9534630984494168,05440.jpg
346,0.9308156572027402,06730.jpg
347,0.9194240136622096,07878.jpg
348,0.7998214597605232,16695_1.jpg
349,0.9193269809233635,15017_1.jpg
350,0.8834830871936191,15346_1.jpg
351,0.947854606144113,05443.jpg
352,0.7451920277901765,08848.jpg
353,0.936695841176813,10015_1.jpg
354,0.9180655553183644,10038_1.jpg
355,0.864542296570863,06185.jpg
356,0.9135050165925983,02945.jpg
357,0.8884317568747695,15792_1.jpg
358,0.9091967629878321,01915.jpg
359,0.9374138834442741,12831_1.jpg
360,0.8475421607250286,15641_1.jpg
361,0.8978827456383784,10521_1.jpg
362,0.9011430456636069,10506_1.jpg
363,0.9430029692018087,10646_1.jpg
364,0.8608744590424809,06026.jpg
365,0.9345417143744299,14596_1.jpg
366,0.9322323351898931,16901_1.jpg
367,0.904810883191989,11977_1.jpg
368,0.8760115663024705,11303_1.jpg
369,0.8428263696171088,00515.jpg
370,0.8646005162141707,01624.jpg
371,0.93776320130412,10416_1.jpg
372,0.9471753769721905,05932.jpg
373,0.9162607463758272,19157_1.jpg
374,0.8083603407789788,06923.jpg
375,0.8333365677579615,10179_1.jpg
376,0.919191135088979,02681.jpg
377,0.9374138834442741,17562_1.jpg
378,0.9778377224475538,01720.jpg
379,0.8595160006986358,06507.jpg
380,0.9184342797259796,02471.jpg
381,0.8942149081099963,06265.jpg
382,0.8746142948630868,12333_1.jpg
383,0.9460303906538066,17623_1.jpg
384,0.9401113935841953,02226.jpg
385,0.9127481612295989,15058_1.jpg
386,0.8648722078829397,10950_1.jpg
387,0.8959809039569951,00432.jpg
388,0.9609346193405655,10599_1.jpg
389,0.9503774573541113,05298.jpg
390,0.8528983679093326,11107_1.jpg
391,0.8750218323662403,08341.jpg
392,0.9196957053309787,04116.jpg
393,0.9087310058413709,00948.jpg
394,0.8916338372566904,06863.jpg
395,0.9303304935085098,09013.jpg
396,0.9200062100952862,18147_1.jpg
397,0.9205689999805935,04872.jpg
398,0.8854431485183101,18618_1.jpg
399,0.9175997981719032,18706_1.jpg
400,0.941334006093656,18250_1.jpg
401,0.9106328475227542,16294_1.jpg
402,0.9005996623260688,14068_1.jpg
403,0.8327349647771158,03051.jpg
404,0.9299811756486639,11779_1.jpg
405,0.7848396048826874,19827.jpg
406,0.9333191018649692,00977.jpg
407,0.8603698888004813,13009_1.jpg
408,0.9139125540957519,19347_1.jpg
409,0.9365599953424285,02272.jpg
410,0.8694327466087057,06901.jpg
411,0.9645054241301015,07851.jpg
412,0.9071396689242951,04044.jpg
413,0.9306409982728172,07893.jpg
414,0.8876166818684624,18647_1.jpg
415,0.6754643016553785,13029_1.jpg
416,0.9250130994197442,10207_1.jpg
417,0.8063808729065186,05104.jpg
418,0.9388111548836577,13712_1.jpg
419,0.851054745871257,00523.jpg
420,0.8090977895942091,09260.jpg
421,0.8636884084690174,13198_1.jpg
422,0.8900619068873838,00261.jpg
423,0.851501096469949,06922.jpg
424,0.9327563119796619,00812.jpg
425,0.8796405907353141,00596.jpg
426,0.8671815870674766,14109_1.jpg
427,0.9280793339672806,19968.jpg
428,0.8778940014360845,00597.jpg
429,0.8677249704050146,18462_1.jpg
430,0.94892196627142,01089.jpg
431,0.9481651109084205,13643_1.jpg
432,0.8628345203671719,00191.jpg
433,0.8601370102272506,10823_1.jpg
434,0.9079935570261406,02273.jpg
435,0.8916920568999981,08988.jpg
436,0.865706689437016,16208_1.jpg
437,0.918026742222826,03962.jpg
438,0.9010266063769916,00452.jpg
439,0.9117390207455995,02486.jpg
440,0.8850550175629257,10934_1.jpg
441,0.7752915833802325,08552.jpg
442,0.8063808729065186,08183.jpg
443,0.9137184886180597,08620.jpg
444,0.8929146694094587,02610.jpg
445,0.900619068873838,07506.jpg
446,0.9200450231908246,10430_1.jpg
447,0.9386170894059656,17060_1.jpg
448,0.8623881697684799,10929_1.jpg
449,0.9015311766189913,05680.jpg
450,0.9144947505288284,05872.jpg
451,0.9335131673426614,18327_1.jpg
452,0.9073919540452949,14499_1.jpg
453,0.873566341283549,13633_1.jpg
454,0.9404607114440412,19958.jpg
455,0.9221603368976693,09537.jpg
456,0.9473694424498826,13862_1.jpg
457,0.9254982631139747,14408_1.jpg
458,0.9763240117215548,12719_1.jpg
459,0.9201808690252091,04769.jpg
460,0.9486696811504202,16550_1.jpg
461,0.9396262298899649,08456.jpg
462,0.8626598614372489,14964_1.jpg
463,0.9628946806652564,19256_1.jpg
464,0.8984455355236857,14076_1.jpg
465,0.9158143957771352,16823_1.jpg
466,0.8328514040637311,06124.jpg
467,0.9410817209726562,19556.jpg
468,0.8411768130567253,08866.jpg
469,0.9398979215587339,04351.jpg
470,0.830871936191271,18374_1.jpg
471,0.8405946166236489,14956_1.jpg
472,0.7824331929593045,13331_1.jpg
473,0.9077800850006792,01596.jpg
474,0.8834248675503115,12297_1.jpg
475,0.9132333249238292,06513.jpg
476,0.7004017155388228,11535_1.jpg
477,0.9111180112169847,07872.jpg
478,0.8488423994255662,15870_1.jpg
479,0.6633740223951561,16199_1.jpg
480,0.9222573696365154,07982.jpg
481,0.7223505210658075,13003_1.jpg
482,0.9337654524636613,06566.jpg
483,0.9326592792408158,00971.jpg
484,0.8652021191950164,17868_1.jpg
485,0.8224300879116614,09250.jpg
486,0.9079547439306022,04694.jpg
487,0.9435075394438084,01149.jpg
488,0.8457179452347222,13377_1.jpg
489,0.9159308350637505,06539.jpg
490,0.8643288245454016,10762_1.jpg
491,0.883386054454773,03242.jpg
492,0.9440509227813464,05282.jpg
493,0.9660579479516389,05565.jpg
494,0.8531894661258709,05604.jpg
495,0.9740534456325565,19971.jpg
496,0.9091191367967553,03637.jpg
497,0.9377826078518893,17885_1.jpg
498,0.8863940693590018,17834_1.jpg
499,0.8581963554503289,09199.jpg
500,0.9568980574045683,05314.jpg
501,0.84106037377011,05717.jpg
502,0.953482504997186,15719_1.jpg
503,0.9147664421975975,06783.jpg
504,0.9392186923868113,17612_1.jpg
505,0.9219468648722079,10664_1.jpg
506,0.6657998408663083,08119.jpg
507,0.832657338586039,01630.jpg
508,0.6085699314948864,13137_1.jpg
509,0.9010460129247608,10611_1.jpg
510,0.9318442042345088,19935.jpg
511,0.9181819946049797,02489.jpg
512,0.9669506491490228,00371.jpg
513,0.8813483669390052,17166_1.jpg
514,0.9322517417376623,06572.jpg
515,0.8835219002891576,01430.jpg
516,0.7342467348483378,03265.jpg
517,0.8392361582798036,14046_1.jpg
518,0.8770401133342389,15668_1.jpg
519,0.8872091443653088,13639_1.jpg
520,0.9348716256865066,05228.jpg
521,0.9145723767199053,01017.jpg
522,0.8793494925187758,13038_1.jpg
523,0.9163577791146733,12021_1.jpg
